212,1060,926105,98750.0,27.549999237060547,0,214.40409212595648,5643.4765625,3742.89794921875,143.89999389648438,1,32768,54339,199993,32768,46374,199993,32768,50316,199993
329,1645,1210404,98735.0,29.459999084472656,0,215.67848947444807,5643.49609375,3742.989501953125,145.10000610351562,1,32768,41519,199993,32768,45477,199993,32768,41468,199993
330,1650,1212845,98738.0,29.549999237060547,0,215.42359746407737,5643.4970703125,3742.991455078125,144.6999969482422,1,32768,41522,199993,32768,46228,199993,32768,41473,199993
331,1655,1215293,98738.0,29.610000610351562,0,215.42359746407737,5643.49755859375,3742.993896484375,144.60000610351562,1,32768,41520,199993,32768,45465,199993,32768,41470,199993
332,1660,1217703,98738.0,29.6299991607666,0,215.42359746407737,5643.498046875,3742.995849609375,144.60000610351562,1,32768,41522,199993,32768,47241,199993,32768,41472,199993
333,1665,1220132,98739.0,29.700000762939453,0,215.33863485412394,5643.49951171875,3742.99755859375,144.60000610351562,1,32768,41522,199993,32768,47528,199993,32768,41477,199993
334,1670,1222589,98739.0,29.75,0,215.33863485412394,5643.5,3743.000244140625,144.60000610351562,1,32768,41510,199993,32768,41376,199993,32768,41472,199993
335,1675,1225023,98742.0,29.790000915527344,0,215.0837512045871,5643.5009765625,3743.002197265625,144.39999389648438,1,32768,41515,199993,32768,47690,199993,32768,41470,199993
336,1680,1227431,98741.0,29.81999969482422,0,215.16871172439107,5643.50146484375,3743.00537109375,144.39999389648438,1,32768,41506,199993,32768,42673,199993,32768,41464,199993
337,1685,1229869,98741.0,29.860000610351562,0,215.16871172439107,5643.501953125,3743.007568359375,144.3000030517578,1,32768,41518,199993,32768,48323,199993,32768,41472,199993
338,1690,1232304,98743.0,29.920000076293945,0,214.99879138147332,5643.5029296875,3743.009521484375,144.39999389648438,1,32768,41511,199993,32768,47094,199993,32768,41471,199993
339,1695,1234713,98749.0,29.989999771118164,0,214.48904707258768,5643.50390625,3743.0126953125,144.39999389648438,1,32768,41502,199993,32768,47738,199993,32768,41471,199993
340,1700,1237150,98742.0,30.0,0,215.0837512045871,5643.5048828125,3743.0146484375,144.39999389648438,1,32768,41465,199993,32768,41372,199993,32768,41365,199993
341,1705,1239559,98742.0,30.079999923706055,0,215.0837512045871,5643.50537109375,3743.016845703125,144.60000610351562,1,32768,41466,199993,32768,41373,199993,32768,41362,199993
342,1710,1241968,98736.0,30.1299991607666,0,215.59352477422715,5643.505859375,3743.020263671875,144.8000030517578,1,32768,41467,199993,32768,41374,199993,32768,41360,199993
343,1715,1244430,98741.0,30.139999389648438,0,215.16871172439107,5643.50634765625,3743.02197265625,144.8000030517578,1,32768,41466,199993,32768,41368,199993,32768,41359,199993
344,1720,1246854,98740.0,30.18000030517578,0,215.2536729409001,5643.50732421875,3743.025634765625,144.89999389648438,1,32768,41460,199993,32768,41366,199993,32768,41358,199993
345,1725,1249264,98741.0,30.15999984741211,0,215.16871172439107,5643.5078125,3743.027587890625,144.6999969482422,1,32768,41460,199993,32768,41366,199993,32768,41358,199993
346,1730,1251742,98742.0,30.25,0,215.0837512045871,5643.50830078125,3743.02978515625,144.5,1,32768,41456,199993,32768,41364,199993,32768,41355,199993
347,1735,1254175,98744.0,30.309999465942383,0,214.9138322550351,5643.509765625,3743.03271484375,144.39999389648438,1,32768,41504,199993,32768,41369,199993,32768,41356,199993
348,1740,1256624,98743.0,30.3700008392334,0,214.99879138147332,5643.51025390625,3743.034912109375,144.5,1,32768,41459,199993,32768,41365,199993,32768,41356,199993
349,1745,1259055,98749.0,30.399999618530273,0,214.48904707258768,5643.51123046875,3743.037109375,144.39999389648438,1,32768,41457,199993,32768,41365,199993,32768,41364,199993
350,1750,1261469,98748.0,30.399999618530273,0,214.57400271582551,5643.51171875,3743.0400390625,144.5,1,32768,41456,199993,32768,41364,199993,32768,41355,199993
351,1755,1263918,98746.0,30.479999542236328,0,214.7439160921506,5643.51318359375,3743.0419921875,144.3000030517578,1,32768,41455,199993,32768,41364,199993,32768,41358,199993
352,1760,1266350,98741.0,30.510000228881836,0,215.16871172439107,5643.513671875,3743.044921875,144.3000030517578,1,32768,41457,199993,32768,41365,199993,32768,41354,199993
353,1765,1268764,98741.0,30.530000686645508,0,215.16871172439107,5643.51416015625,3743.047119140625,144.0,1,32768,41456,199993,32768,41364,199993,32768,41360,199993
354,1770,1271174,98743.0,30.510000228881836,0,214.99879138147332,5643.5146484375,3743.049072265625,144.3000030517578,1,32768,41453,199993,32768,41359,199993,32768,41453,199993
355,1775,1273632,98744.0,30.540000915527344,0,214.9138322550351,5643.51611328125,3743.05224609375,144.3000030517578,1,32768,41452,199993,32768,41359,199993,32768,41351,199993
356,1780,1276066,98748.0,30.59000015258789,0,214.57400271582551,5643.517578125,3743.054443359375,144.39999389648438,1,32768,41454,199993,32768,41361,199993,32768,41352,199993
357,1785,1278495,98741.0,30.6200008392334,0,215.16871172439107,5643.51806640625,3743.0576171875,144.5,1,32768,41454,199993,32768,41363,199993,32768,41353,199993
358,1790,1280927,98746.0,30.670000076293945,0,214.7439160921506,5643.51953125,3743.059814453125,144.10000610351562,1,32768,41457,199993,32768,41365,199993,32768,41355,199993
359,1795,1283375,98741.0,30.68000030517578,0,215.16871172439107,5643.52001953125,3743.06201171875,144.39999389648438,1,32768,41459,199993,32768,41366,199993,32768,41357,199993
360,1800,1285809,98746.0,30.709999084472656,0,214.7439160921506,5643.5205078125,3743.065185546875,144.5,1,32768,41466,199993,32768,41370,199993,32768,41359,199993
361,1805,1288258,98744.0,30.770000457763672,0,214.9138322550351,5643.521484375,3743.06787109375,144.6999969482422,1,32768,41461,199993,32768,41369,199993,32768,41360,199993
362,1810,1290667,98746.0,30.799999237060547,0,214.7439160921506,5643.52197265625,3743.070068359375,144.6999969482422,1,32768,41462,199993,32768,41370,199993,32768,41361,199993
363,1815,1293102,98742.0,30.809999465942383,0,215.0837512045871,5643.5234375,3743.073486328125,144.5,1,32768,41462,199993,32768,41368,199993,32768,41360,199993
364,1820,1295561,98749.0,30.8700008392334,0,214.48904707258768,5643.52392578125,3743.075927734375,144.60000610351562,1,32768,41460,199993,32768,41367,199993,32768,41362,199993
365,1825,1297970,98750.0,30.920000076293945,0,214.40409212595648,5643.52490234375,3743.07861328125,144.8000030517578,1,32768,41461,199993,32768,41369,199993,32768,41362,199993
366,1830,1300379,98748.0,30.950000762939453,0,214.57400271582551,5643.52587890625,3743.0810546875,144.39999389648438,1,32768,41462,199993,32768,41370,199993,32768,41362,199993
367,1835,1302844,98743.0,30.989999771118164,0,214.99879138147332,5643.52685546875,3743.082763671875,144.60000610351562,1,32768,41462,199993,32768,41371,199993,32768,41361,199993
368,1840,1305252,98748.0,31.020000457763672,0,214.57400271582551,5643.52783203125,3743.086181640625,144.10000610351562,1,32768,41460,199993,32768,41368,199993,32768,41359,199993
369,1845,1307662,98744.0,31.049999237060547,0,214.9138322550351,5643.5283203125,3743.08837890625,144.5,1,32768,41461,199993,32768,41366,199993,32768,41360,199993
370,1850,1310099,98751.0,31.09000015258789,0,214.31913787591225,5643.52880859375,3743.09033203125,144.6999969482422,1,32768,41465,199993,32768,41368,199993,32768,41360,199993
371,1855,1312508,98752.0,31.110000610351562,0,214.23418432244515,5643.5302734375,3743.093017578125,144.3000030517578,1,32768,41460,199993,32768,41367,199993,32768,41361,199993
372,1860,1314952,98749.0,31.100000381469727,0,214.48904707258768,5643.53076171875,3743.095458984375,144.5,1,32768,41459,199993,32768,41368,199993,32768,41363,199993
373,1865,1317390,98747.0,31.139999389648438,0,214.65895905567493,5643.53173828125,3743.0986328125,144.39999389648438,1,32768,41459,199993,32768,41368,199993,32768,41359,199993
374,1870,1319810,98750.0,31.1299991607666,0,214.40409212595648,5643.5322265625,3743.100830078125,144.39999389648438,1,32768,41457,199993,32768,41365,199993,32768,41356,199993
375,1875,1322244,98752.0,31.190000534057617,0,214.23418432244515,5643.53271484375,3743.10302734375,144.10000610351562,1,32768,41458,199993,32768,41367,199993,32768,41358,199993
376,1880,1324691,98749.0,31.209999084472656,0,214.48904707258768,5643.533203125,3743.1064453125,144.10000610351562,1,32768,41456,199993,32768,41370,199993,32768,41357,199993
377,1885,1327106,98750.0,31.25,0,214.40409212595648,5643.5341796875,3743.10888671875,144.0,1,32768,41458,199993,32768,41366,199993,32768,41358,199993
378,1890,1329516,98750.0,31.290000915527344,0,214.40409212595648,5643.53515625,3743.1123046875,143.6999969482422,1,32768,41456,199993,32768,41363,199993,32768,41357,199993
379,1895,1331987,98755.0,31.329999923706055,0,213.97932784137382,5643.5361328125,3743.114501953125,143.8000030517578,1,32768,41458,199993,32768,41365,199993,32768,41358,199993
380,1900,1334422,98754.0,31.280000686645508,0,214.06427930518822,5643.53662109375,3743.1171875,144.0,1,32768,41481,199993,32768,41369,199993,32768,41359,199993
381,1905,1336832,98751.0,31.329999923706055,0,214.31913787591225,5643.537109375,3743.120361328125,144.0,1,32768,41461,199993,32768,41371,199993,32768,41360,199993
382,1910,1339264,98749.0,31.3700008392334,0,214.48904707258768,5643.5380859375,3743.122314453125,144.10000610351562,1,32768,41458,199993,32768,41365,199993,32768,41360,199993
383,1915,1341699,98755.0,31.399999618530273,0,213.97932784137382,5643.53857421875,3743.12451171875,144.39999389648438,1,32768,41460,199993,32768,41368,199993,32768,41361,199993
384,1920,1344132,98752.0,31.40999984741211,0,214.23418432244515,5643.5400390625,3743.127685546875,144.10000610351562,1,32768,41461,199993,32768,41369,199993,32768,41360,199993
385,1925,1346565,98749.0,31.399999618530273,0,214.48904707258768,5643.54052734375,3743.12939453125,144.10000610351562,1,32768,41462,199993,32768,41369,199993,32768,41366,199993
386,1930,1348974,98747.0,31.290000915527344,0,214.65895905567493,5643.541015625,3743.132568359375,143.5,1,32768,41462,199993,32768,41370,199993,32768,41370,199993
387,1935,1351411,98757.0,31.440000534057617,0,213.80942700330425,5643.54248046875,3743.134521484375,143.1999969482422,1,32768,41460,199993,32768,41370,199993,32768,41363,199993
388,1940,1353863,98748.0,31.469999313354492,0,214.57400271582551,5643.54296875,3743.13671875,143.5,1,32768,41459,199993,32768,41369,199993,32768,41361,199993
389,1945,1356281,98751.0,31.450000762939453,0,214.31913787591225,5643.54443359375,3743.139404296875,142.60000610351562,1,32768,41460,199993,32768,41369,199993,32768,41361,199993
390,1950,1358695,98755.0,31.459999084472656,0,213.97932784137382,5643.544921875,3743.141845703125,142.60000610351562,1,32768,41456,199993,32768,41363,199993,32768,41357,199993
391,1955,1361168,98756.0,31.479999542236328,0,213.89437707408243,5643.54638671875,3743.14501953125,142.8000030517578,1,32768,41453,199993,32768,41364,199993,32768,41357,199993
392,1960,1363576,98754.0,31.489999771118164,0,214.06427930518822,5643.546875,3743.14697265625,142.8000030517578,1,32768,41451,199993,32768,41361,199993,32768,41354,199993
393,1965,1366011,98752.0,31.520000457763672,0,214.23418432244515,5643.54736328125,3743.149169921875,142.8000030517578,1,32768,41452,199993,32768,41364,199993,32768,41356,199993
394,1970,1368462,98749.0,31.540000915527344,0,214.48904707258768,5643.548828125,3743.15234375,142.39999389648438,1,32768,41453,199993,32768,41366,199993,32768,41355,199993
395,1975,1370871,98751.0,31.549999237060547,0,214.31913787591225,5643.54931640625,3743.154541015625,142.3000030517578,1,32768,41455,199993,32768,41366,199993,32768,41357,199993
396,1980,1373316,98751.0,31.59000015258789,0,214.31913787591225,5643.55078125,3743.15673828125,142.39999389648438,1,32768,41460,199993,32768,41363,199993,32768,41356,199993
397,1985,1375770,98748.0,31.56999969482422,0,214.57400271582551,5643.55126953125,3743.159912109375,142.60000610351562,1,32768,50318,199993,32768,41361,199993,32768,41465,199993
398,1990,1378179,98761.0,31.3700008392334,0,213.46963368506272,5643.552734375,3743.16162109375,142.89999389648438,1,32768,41451,199993,32768,41357,199993,32768,41360,199993
399,1995,1380588,98765.0,31.469999313354492,0,213.12985150999944,5643.5537109375,3743.1640625,143.10000610351562,1,32768,41457,199993,32768,41361,199993,32768,42432,199993
400,2000,1383024,98752.0,30.84000015258789,0,214.23418432244515,5643.5546875,3743.166015625,143.39999389648438,1,32768,41450,199993,32768,41358,199993,32768,41357,199993
401,2005,1385433,98756.0,30.530000686645508,0,213.89437707408243,5643.55517578125,3743.16796875,143.3000030517578,1,32768,41452,199993,32768,41360,199993,32768,41360,199993
402,2010,1387857,98755.0,30.299999237060547,0,213.97932784137382,5643.55712890625,3743.170166015625,143.1999969482422,1,32768,41452,199993,32768,41363,199993,32768,41360,199993
403,2015,1390318,98757.0,30.3799991607666,0,213.80942700330425,5643.5576171875,3743.17236328125,142.8000030517578,1,32768,41455,199993,32768,41362,199993,32768,41362,199993
404,2020,1392773,98759.0,29.950000762939453,0,213.63952895123333,5643.55908203125,3743.174072265625,142.89999389648438,1,32768,41453,199993,32768,41360,199993,32768,41364,199993
405,2025,1395181,98757.0,29.860000610351562,0,213.80942700330425,5643.560546875,3743.177001953125,143.0,1,32768,41454,199993,32768,41362,199993,32768,41361,199993
406,2030,1397626,98758.0,29.469999313354492,0,213.72447762902448,5643.5615234375,3743.178955078125,143.10000610351562,1,32768,41454,199993,32768,41361,199993,32768,41361,199993
407,2035,1400066,98758.0,29.40999984741211,0,213.72447762902448,5643.56298828125,3743.181640625,142.6999969482422,1,32768,41456,199993,32768,41366,199993,32768,41364,199993
408,2040,1402475,98757.0,29.200000762939453,0,213.80942700330425,5643.56396484375,3743.18408203125,142.60000610351562,1,32768,41456,199993,32768,41364,199993,32768,41366,199993
409,2045,1404920,98759.0,29.040000915527344,0,213.63952895123333,5643.5654296875,3743.185546875,142.6999969482422,1,32768,41459,199993,32768,41366,199993,32768,41366,199993
410,2050,1407335,98764.0,28.950000762939453,0,213.21479600913443,5643.56689453125,3743.188720703125,142.6999969482422,1,32768,41460,199993,32768,41366,199993,32768,41365,199993
411,2055,1409744,98765.0,29.030000686645508,0,213.12985150999944,5643.5673828125,3743.190185546875,142.5,1,32768,41462,199993,32768,41367,199993,32768,41367,199993
412,2060,1412202,98763.0,28.8799991607666,0,213.2997412046842,5643.5693359375,3743.19140625,143.10000610351562,1,32768,41459,199993,32768,41367,199993,32768,41366,199993
413,2065,1414610,98758.0,28.84000015258789,0,213.72447762902448,5643.57080078125,3743.191650390625,143.0,1,32768,41461,199993,32768,41367,199993,32768,41369,199993
414,2070,1417025,98768.0,28.65999984741211,0,212.87502219092116,5643.57177734375,3743.1923828125,143.1999969482422,1,32768,41460,199993,32768,41369,199993,32768,41368,199993
415,2075,1419482,98775.0,28.59000015258789,0,212.28044481838626,5643.57421875,3743.19287109375,143.10000610351562,1,32768,41464,199993,32768,41372,199993,32768,41368,199993
416,2080,1421890,98765.0,28.479999542236328,0,213.12985150999944,5643.57568359375,3743.193359375,143.39999389648438,1,32768,41463,199993,32768,41371,199993,32768,41367,199993
417,2085,1424345,98772.0,28.75,0,212.53525951445494,5643.57763671875,3743.193359375,143.39999389648438,1,32768,41463,199993,32768,41367,199993,32768,41370,199993
418,2090,1426778,98797.0,28.510000228881836,0,210.41199516591234,5643.57958984375,3743.193359375,143.3000030517578,1,32768,41463,199993,32768,41372,199993,32768,41370,199993
419,2095,1429201,98767.0,28.549999237060547,0,212.95996460090512,5643.580078125,3743.19287109375,143.3000030517578,1,32768,41468,199993,32768,41371,199993,32768,41373,199993
420,2100,1431636,98772.0,28.670000076293945,0,212.53525951445494,5643.58056640625,3743.19287109375,142.8000030517578,1,32768,41467,199993,32768,44763,199993,32768,43852,199993
421,2105,1434078,98790.0,28.860000610351562,0,211.00646532760373,5643.58056640625,3743.19287109375,142.89999389648438,1,32768,41474,199993,32768,41375,199993,32768,41376,199993
422,2110,1436488,98797.0,29.18000030517578,0,210.41199516591234,5643.58056640625,3743.19287109375,143.3000030517578,1,32768,41472,199993,32768,41376,199993,32768,44462,199993
423,2115,1438897,98802.0,29.309999465942383,0,209.98739450178888,5643.58056640625,3743.19287109375,143.5,1,32768,41477,199993,32768,41465,199993,32768,41380,199993
424,2120,1441386,98767.0,29.219999313354492,0,212.95996460090512,5643.58056640625,3743.193603515625,143.5,1,32768,41477,199993,32768,41380,199993,32768,41380,199993
425,2125,1443821,98774.0,29.280000686645508,0,212.36538235412056,5643.58056640625,3743.19384765625,143.5,1,32768,41477,199993,32768,41380,199993,32768,41381,199993
426,2130,1446229,98823.0,29.309999465942383,0,208.2042616816246,5643.58056640625,3743.1943359375,144.1999969482422,1,32768,41477,199993,32768,41388,199993,32768,41381,199993
427,2135,1448667,98772.0,29.469999313354492,0,212.53525951445494,5643.58056640625,3743.19384765625,143.6999969482422,1,32768,41480,199993,32768,41383,199993,32768,41385,199993
428,2140,1451102,98771.0,29.540000915527344,0,212.62019913907466,5643.58056640625,3743.19384765625,142.6999969482422,1,32768,41483,199993,32768,42537,199993,32768,41386,199993
429,2145,1453511,98774.0,29.59000015258789,0,212.36538235412056,5643.58056640625,3743.1943359375,142.5,1,32768,41485,199993,32768,41391,199993,32768,41392,199993
430,2150,1455948,98776.0,29.59000015258789,0,212.19550797891924,5643.58056640625,3743.1943359375,142.60000610351562,1,32768,41487,199993,32768,41391,199993,32768,41390,199993
431,2155,1458358,98772.0,29.68000030517578,0,212.53525951445494,5643.580078125,3743.1943359375,141.60000610351562,1,32768,41488,199993,32768,41392,199993,32768,41396,199993
432,2160,1460802,98766.0,29.600000381469727,0,213.04490770725963,5643.58056640625,3743.194580078125,142.0,1,32768,41491,199993,32768,41393,199993,32768,41420,199993
433,2165,1463260,98770.0,29.56999969482422,0,212.7051394600207,5643.580078125,3743.194580078125,142.1999969482422,1,32768,41488,199993,32768,41391,199993,32768,41392,199993
434,2170,1465708,98816.0,29.780000686645508,0,208.7986051952753,5643.580078125,3743.194580078125,142.39999389648438,1,32768,41488,199993,32768,41393,199993,32768,41394,199993
435,2175,1468117,98804.0,30.040000915527344,0,209.81755910770866,5643.580078125,3743.194580078125,142.60000610351562,1,32768,41492,199993,32768,41398,199993,32768,41399,199993
436,2180,1470588,98799.0,30.190000534057617,0,210.24215281238577,5643.580078125,3743.194580078125,142.60000610351562,1,32768,41496,199993,32768,41402,199993,32768,41402,199993
437,2185,1473003,98834.0,30.399999618530273,0,207.27036217150942,5643.580078125,3743.1943359375,142.6999969482422,1,32768,41500,199993,32768,41401,199993,32768,41399,199993
438,2190,1475412,98828.0,30.190000534057617,0,207.77975147044887,5643.580078125,3743.1943359375,142.5,1,32768,41496,199993,32768,41402,199993,32768,41427,199993
439,2195,1477857,98812.0,30.549999237060547,0,209.13824536637483,5643.580078125,3743.1943359375,142.89999389648438,1,32768,41501,199993,32768,41491,199993,32768,53028,199993
440,2200,1480291,98759.0,30.6299991607666,0,213.63952895123333,5643.580078125,3743.1943359375,143.0,1,32768,41493,199993,32768,41399,199993,32768,41402,199993
441,2205,1482726,98760.0,30.670000076293945,0,213.55458096991603,5643.580078125,3743.1943359375,142.89999389648438,1,32768,41496,199993,32768,41404,199993,32768,41400,199993
442,2210,1485158,98758.0,30.719999313354492,0,213.72447762902448,5643.580078125,3743.1943359375,142.8000030517578,1,32768,41497,199993,32768,41401,199993,32768,41402,199993
443,2215,1487567,98758.0,30.68000030517578,0,213.72447762902448,5643.580078125,3743.19384765625,142.8000030517578,1,32768,41498,199993,32768,41403,199993,32768,41403,199993
444,2220,1490007,98752.0,30.549999237060547,0,214.23418432244515,5643.58056640625,3743.1943359375,143.39999389648438,1,32768,41501,199993,32768,41405,199993,32768,41406,199993
445,2225,1492439,98756.0,30.59000015258789,0,213.89437707408243,5643.58056640625,3743.1943359375,143.39999389648438,1,32768,41504,199993,32768,41407,199993,32768,41407,199993
